--- REPORTE DIA 3 ---
ESTADISTICAS
- Cantidad de agendados:	32186
19968)	CI: I-3-70 | Edad:70 | Riesgo: 5
19969)	CI: I-5-70 | Edad:70 | Riesgo: 4
19970)	CI: I-7-43 | Edad:43 | Riesgo: 4
19971)	CI: I-2-75 | Edad:75 | Riesgo: 3
19972)	CI: I-8-74 | Edad:74 | Riesgo: 5
19973)	CI: I-9-82 | Edad:82 | Riesgo: 1
19974)	CI: I-6-68 | Edad:68 | Riesgo: 4
19975)	CI: I-0-76 | Edad:76 | Riesgo: 4
19976)	CI: I-1-35 | Edad:35 | Riesgo: 1
19977)	CI: I-4-83 | Edad:83 | Riesgo: 1
19978)	CI: I-3-36 | Edad:36 | Riesgo: 1
19979)	CI: I-5-63 | Edad:63 | Riesgo: 1
19980)	CI: I-7-89 | Edad:89 | Riesgo: 2
19981)	CI: I-2-84 | Edad:84 | Riesgo: 2
19982)	CI: I-8-70 | Edad:70 | Riesgo: 4
19983)	CI: I-9-77 | Edad:77 | Riesgo: 2
19984)	CI: I-6-79 | Edad:79 | Riesgo: 5
19985)	CI: I-0-50 | Edad:50 | Riesgo: 4
19986)	CI: I-1-44 | Edad:44 | Riesgo: 4
19987)	CI: I-4-64 | Edad:64 | Riesgo: 2
19988)	CI: I-3-55 | Edad:55 | Riesgo: 1
19989)	CI: I-5-70 | Edad:70 | Riesgo: 2
19990)	CI: I-7-68 | Edad:68 | Riesgo: 3
19991)	CI: I-2-85 | Edad:85 | Riesgo: 2
19992)	CI: I-8-57 | Edad:57 | Riesgo: 1
19993)	CI: I-9-69 | Edad:69 | Riesgo: 1
19994)	CI: I-6-71 | Edad:71 | Riesgo: 5
19995)	CI: I-0-81 | Edad:81 | Riesgo: 4
19996)	CI: I-1-69 | Edad:69 | Riesgo: 2
19997)	CI: I-4-23 | Edad:23 | Riesgo: 4
19998)	CI: I-3-65 | Edad:65 | Riesgo: 5
19999)	CI: I-5-71 | Edad:71 | Riesgo: 2
20000)	CI: I-7-52 | Edad:52 | Riesgo: 4
20001)	CI: I-2-77 | Edad:77 | Riesgo: 5
20002)	CI: I-8-86 | Edad:86 | Riesgo: 5
20003)	CI: I-9-73 | Edad:73 | Riesgo: 1
20004)	CI: I-6-47 | Edad:47 | Riesgo: 5
20005)	CI: I-0-27 | Edad:27 | Riesgo: 2
20006)	CI: I-1-34 | Edad:34 | Riesgo: 5
20007)	CI: I-4-74 | Edad:74 | Riesgo: 1
20008)	CI: I-3-72 | Edad:72 | Riesgo: 4
20009)	CI: I-5-87 | Edad:87 | Riesgo: 4
20010)	CI: I-7-66 | Edad:66 | Riesgo: 2
20011)	CI: I-2-78 | Edad:78 | Riesgo: 3
20012)	CI: I-8-71 | Edad:71 | Riesgo: 1
20013)	CI: I-9-79 | Edad:79 | Riesgo: 5
20014)	CI: I-6-76 | Edad:76 | Riesgo: 2
20015)	CI: I-0-51 | Edad:51 | Riesgo: 4
20016)	CI: I-1-77 | Edad:77 | Riesgo: 5
20017)	CI: I-4-26 | Edad:26 | Riesgo: 5
20018)	CI: I-3-71 | Edad:71 | Riesgo: 3
20019)	CI: I-5-85 | Edad:85 | Riesgo: 2
20020)	CI: I-7-84 | Edad:84 | Riesgo: 5
20021)	CI: I-2-61 | Edad:61 | Riesgo: 5
20022)	CI: I-8-69 | Edad:69 | Riesgo: 3
20023)	CI: I-9-66 | Edad:66 | Riesgo: 4
20024)	CI: I-6-84 | Edad:84 | Riesgo: 2
20025)	CI: I-0-80 | Edad:80 | Riesgo: 4
20026)	CI: I-1-81 | Edad:81 | Riesgo: 2
20027)	CI: I-4-76 | Edad:76 | Riesgo: 3
20028)	CI: I-3-72 | Edad:72 | Riesgo: 3
20029)	CI: I-5-32 | Edad:32 | Riesgo: 2
20030)	CI: I-7-67 | Edad:67 | Riesgo: 3
20031)	CI: I-2-61 | Edad:61 | Riesgo: 4
20032)	CI: I-8-35 | Edad:35 | Riesgo: 2
20033)	CI: I-9-72 | Edad:72 | Riesgo: 4
20034)	CI: I-6-77 | Edad:77 | Riesgo: 4
20035)	CI: I-0-43 | Edad:43 | Riesgo: 3
20036)	CI: I-1-85 | Edad:85 | Riesgo: 4
20037)	CI: I-4-21 | Edad:21 | Riesgo: 1
20038)	CI: I-3-41 | Edad:41 | Riesgo: 2
20039)	CI: I-5-69 | Edad:69 | Riesgo: 2
20040)	CI: I-7-83 | Edad:83 | Riesgo: 1
20041)	CI: I-2-58 | Edad:58 | Riesgo: 1
20042)	CI: I-8-70 | Edad:70 | Riesgo: 2
20043)	CI: I-9-87 | Edad:87 | Riesgo: 5
20044)	CI: I-6-88 | Edad:88 | Riesgo: 1
20045)	CI: I-0-76 | Edad:76 | Riesgo: 4
20046)	CI: I-1-89 | Edad:89 | Riesgo: 2
20047)	CI: I-4-69 | Edad:69 | Riesgo: 2
20048)	CI: I-3-68 | Edad:68 | Riesgo: 3
20049)	CI: I-5-87 | Edad:87 | Riesgo: 5
20050)	CI: I-7-88 | Edad:88 | Riesgo: 1
20051)	CI: I-2-68 | Edad:68 | Riesgo: 2
20052)	CI: I-8-57 | Edad:57 | Riesgo: 3
20053)	CI: I-9-76 | Edad:76 | Riesgo: 5
20054)	CI: I-6-84 | Edad:84 | Riesgo: 1
20055)	CI: I-0-87 | Edad:87 | Riesgo: 5
20056)	CI: I-1-85 | Edad:85 | Riesgo: 5
20057)	CI: I-4-66 | Edad:66 | Riesgo: 3
20058)	CI: I-3-89 | Edad:89 | Riesgo: 4
20059)	CI: I-5-88 | Edad:88 | Riesgo: 5
20060)	CI: I-7-78 | Edad:78 | Riesgo: 5
20061)	CI: I-2-69 | Edad:69 | Riesgo: 2
20062)	CI: I-8-51 | Edad:51 | Riesgo: 5
20063)	CI: I-9-72 | Edad:72 | Riesgo: 1
20064)	CI: I-6-53 | Edad:53 | Riesgo: 1
20065)	CI: I-0-55 | Edad:55 | Riesgo: 5
20066)	CI: I-1-69 | Edad:69 | Riesgo: 3
20067)	CI: I-4-83 | Edad:83 | Riesgo: 2
20068)	CI: I-3-69 | Edad:69 | Riesgo: 2
20069)	CI: I-5-80 | Edad:80 | Riesgo: 2
20070)	CI: I-7-29 | Edad:29 | Riesgo: 1
20071)	CI: I-2-68 | Edad:68 | Riesgo: 5
20072)	CI: I-8-82 | Edad:82 | Riesgo: 1
20073)	CI: I-9-72 | Edad:72 | Riesgo: 1
20074)	CI: I-6-68 | Edad:68 | Riesgo: 5
20075)	CI: I-0-36 | Edad:36 | Riesgo: 3
20076)	CI: I-1-66 | Edad:66 | Riesgo: 4
20077)	CI: I-4-69 | Edad:69 | Riesgo: 2
20078)	CI: I-3-61 | Edad:61 | Riesgo: 1
20079)	CI: I-5-22 | Edad:22 | Riesgo: 4
20080)	CI: I-7-71 | Edad:71 | Riesgo: 3
20081)	CI: I-2-68 | Edad:68 | Riesgo: 1
20082)	CI: I-8-79 | Edad:79 | Riesgo: 4
20083)	CI: I-9-26 | Edad:26 | Riesgo: 3
20084)	CI: I-6-89 | Edad:89 | Riesgo: 4
20085)	CI: I-0-67 | Edad:67 | Riesgo: 5
20086)	CI: I-1-88 | Edad:88 | Riesgo: 5
20087)	CI: I-4-45 | Edad:45 | Riesgo: 1
20088)	CI: I-3-80 | Edad:80 | Riesgo: 1
20089)	CI: I-5-72 | Edad:72 | Riesgo: 4
20090)	CI: I-7-87 | Edad:87 | Riesgo: 3
20091)	CI: I-2-78 | Edad:78 | Riesgo: 2
20092)	CI: I-8-88 | Edad:88 | Riesgo: 4
20093)	CI: I-9-71 | Edad:71 | Riesgo: 4
20094)	CI: I-6-45 | Edad:45 | Riesgo: 1
20095)	CI: I-0-87 | Edad:87 | Riesgo: 2
20096)	CI: I-1-83 | Edad:83 | Riesgo: 4
20097)	CI: I-4-89 | Edad:89 | Riesgo: 1
20098)	CI: I-3-78 | Edad:78 | Riesgo: 5
20099)	CI: I-5-84 | Edad:84 | Riesgo: 5
20100)	CI: I-7-29 | Edad:29 | Riesgo: 2
20101)	CI: I-2-87 | Edad:87 | Riesgo: 5
20102)	CI: I-8-89 | Edad:89 | Riesgo: 4
20103)	CI: I-9-73 | Edad:73 | Riesgo: 1
20104)	CI: I-6-28 | Edad:28 | Riesgo: 5
20105)	CI: I-0-38 | Edad:38 | Riesgo: 5
20106)	CI: I-1-41 | Edad:41 | Riesgo: 3
20107)	CI: I-4-86 | Edad:86 | Riesgo: 5
20108)	CI: I-3-58 | Edad:58 | Riesgo: 3
20109)	CI: I-5-19 | Edad:19 | Riesgo: 2
20110)	CI: I-7-73 | Edad:73 | Riesgo: 1
20111)	CI: I-2-74 | Edad:74 | Riesgo: 5
20112)	CI: I-8-67 | Edad:67 | Riesgo: 3
20113)	CI: I-9-84 | Edad:84 | Riesgo: 4
20114)	CI: I-6-69 | Edad:69 | Riesgo: 3
20115)	CI: I-0-42 | Edad:42 | Riesgo: 1
20116)	CI: I-1-70 | Edad:70 | Riesgo: 3
20117)	CI: I-4-87 | Edad:87 | Riesgo: 2
20118)	CI: I-3-77 | Edad:77 | Riesgo: 5
20119)	CI: I-5-80 | Edad:80 | Riesgo: 4
20120)	CI: I-7-40 | Edad:40 | Riesgo: 4
20121)	CI: I-2-70 | Edad:70 | Riesgo: 2
20122)	CI: I-8-70 | Edad:70 | Riesgo: 3
20123)	CI: I-9-72 | Edad:72 | Riesgo: 1
20124)	CI: I-6-51 | Edad:51 | Riesgo: 1
20125)	CI: I-0-70 | Edad:70 | Riesgo: 1
20126)	CI: I-1-78 | Edad:78 | Riesgo: 4
20127)	CI: I-4-86 | Edad:86 | Riesgo: 3
20128)	CI: I-3-77 | Edad:77 | Riesgo: 1
20129)	CI: I-5-79 | Edad:79 | Riesgo: 3
20130)	CI: I-2-66 | Edad:66 | Riesgo: 3
20131)	CI: I-8-72 | Edad:72 | Riesgo: 4
20132)	CI: I-9-39 | Edad:39 | Riesgo: 4
20133)	CI: I-6-66 | Edad:66 | Riesgo: 5
20134)	CI: I-0-86 | Edad:86 | Riesgo: 5
20135)	CI: I-1-68 | Edad:68 | Riesgo: 1
20136)	CI: I-4-80 | Edad:80 | Riesgo: 5
20137)	CI: I-3-32 | Edad:32 | Riesgo: 1
20138)	CI: I-5-89 | Edad:89 | Riesgo: 2
20139)	CI: I-2-74 | Edad:74 | Riesgo: 5
20140)	CI: I-8-71 | Edad:71 | Riesgo: 1
20141)	CI: I-9-67 | Edad:67 | Riesgo: 3
20142)	CI: I-7-32 | Edad:32 | Riesgo: 4
20143)	CI: I-6-44 | Edad:44 | Riesgo: 4
20144)	CI: I-0-83 | Edad:83 | Riesgo: 2
20145)	CI: I-1-49 | Edad:49 | Riesgo: 4
20146)	CI: I-4-89 | Edad:89 | Riesgo: 1
20147)	CI: I-3-74 | Edad:74 | Riesgo: 1
20148)	CI: I-5-87 | Edad:87 | Riesgo: 4
20149)	CI: I-8-21 | Edad:21 | Riesgo: 5
20150)	CI: I-9-87 | Edad:87 | Riesgo: 4
20151)	CI: I-7-78 | Edad:78 | Riesgo: 3
20152)	CI: I-6-86 | Edad:86 | Riesgo: 1
20153)	CI: I-0-79 | Edad:79 | Riesgo: 3
20154)	CI: I-1-79 | Edad:79 | Riesgo: 4
20155)	CI: I-4-45 | Edad:45 | Riesgo: 3
20156)	CI: I-3-84 | Edad:84 | Riesgo: 2
20157)	CI: I-5-79 | Edad:79 | Riesgo: 4
20158)	CI: I-2-67 | Edad:67 | Riesgo: 2
20159)	CI: I-8-76 | Edad:76 | Riesgo: 3
20160)	CI: I-9-40 | Edad:40 | Riesgo: 3
20161)	CI: I-7-85 | Edad:85 | Riesgo: 1
20162)	CI: I-6-59 | Edad:59 | Riesgo: 2
20163)	CI: I-0-86 | Edad:86 | Riesgo: 1
20164)	CI: I-4-76 | Edad:76 | Riesgo: 3
20165)	CI: I-1-71 | Edad:71 | Riesgo: 5
20166)	CI: I-3-30 | Edad:30 | Riesgo: 4
20167)	CI: I-5-84 | Edad:84 | Riesgo: 2
20168)	CI: I-2-58 | Edad:58 | Riesgo: 2
20169)	CI: I-8-76 | Edad:76 | Riesgo: 4
20170)	CI: I-9-61 | Edad:61 | Riesgo: 5
20171)	CI: I-7-79 | Edad:79 | Riesgo: 3
20172)	CI: I-6-76 | Edad:76 | Riesgo: 2
20173)	CI: I-0-41 | Edad:41 | Riesgo: 2
20174)	CI: I-4-69 | Edad:69 | Riesgo: 2
20175)	CI: I-1-81 | Edad:81 | Riesgo: 4
20176)	CI: I-3-66 | Edad:66 | Riesgo: 1
20177)	CI: I-5-18 | Edad:18 | Riesgo: 3
20178)	CI: I-2-79 | Edad:79 | Riesgo: 5
20179)	CI: I-8-68 | Edad:68 | Riesgo: 5
20180)	CI: I-9-27 | Edad:27 | Riesgo: 1
20181)	CI: I-7-35 | Edad:35 | Riesgo: 4
20182)	CI: I-6-53 | Edad:53 | Riesgo: 1
20183)	CI: I-0-87 | Edad:87 | Riesgo: 5
20184)	CI: I-4-43 | Edad:43 | Riesgo: 2
20185)	CI: I-1-55 | Edad:55 | Riesgo: 5
20186)	CI: I-3-80 | Edad:80 | Riesgo: 2
20187)	CI: I-5-30 | Edad:30 | Riesgo: 1
20188)	CI: I-2-55 | Edad:55 | Riesgo: 3
20189)	CI: I-8-66 | Edad:66 | Riesgo: 4
20190)	CI: I-9-80 | Edad:80 | Riesgo: 3
20191)	CI: I-7-73 | Edad:73 | Riesgo: 4
20192)	CI: I-6-82 | Edad:82 | Riesgo: 4
20193)	CI: I-0-42 | Edad:42 | Riesgo: 5
20194)	CI: I-4-44 | Edad:44 | Riesgo: 4
20195)	CI: I-1-69 | Edad:69 | Riesgo: 4
20196)	CI: I-3-85 | Edad:85 | Riesgo: 2
20197)	CI: I-5-77 | Edad:77 | Riesgo: 1
20198)	CI: I-2-46 | Edad:46 | Riesgo: 2
20199)	CI: I-8-74 | Edad:74 | Riesgo: 5
20200)	CI: I-9-74 | Edad:74 | Riesgo: 5
20201)	CI: I-7-86 | Edad:86 | Riesgo: 2
20202)	CI: I-6-40 | Edad:40 | Riesgo: 1
20203)	CI: I-0-52 | Edad:52 | Riesgo: 4
20204)	CI: I-4-28 | Edad:28 | Riesgo: 1
20205)	CI: I-1-84 | Edad:84 | Riesgo: 3
20206)	CI: I-3-85 | Edad:85 | Riesgo: 1
20207)	CI: I-5-71 | Edad:71 | Riesgo: 5
20208)	CI: I-2-89 | Edad:89 | Riesgo: 1
20209)	CI: I-8-80 | Edad:80 | Riesgo: 5
20210)	CI: I-9-85 | Edad:85 | Riesgo: 1
20211)	CI: I-7-86 | Edad:86 | Riesgo: 5
20212)	CI: I-0-69 | Edad:69 | Riesgo: 5
20213)	CI: I-6-81 | Edad:81 | Riesgo: 5
20214)	CI: I-4-85 | Edad:85 | Riesgo: 3
20215)	CI: I-1-69 | Edad:69 | Riesgo: 5
20216)	CI: I-3-88 | Edad:88 | Riesgo: 4
20217)	CI: I-5-67 | Edad:67 | Riesgo: 4
20218)	CI: I-8-68 | Edad:68 | Riesgo: 2
20219)	CI: I-2-71 | Edad:71 | Riesgo: 4
20220)	CI: I-9-70 | Edad:70 | Riesgo: 4
20221)	CI: I-7-68 | Edad:68 | Riesgo: 5
20222)	CI: I-0-67 | Edad:67 | Riesgo: 3
20223)	CI: I-6-72 | Edad:72 | Riesgo: 4
20224)	CI: I-4-70 | Edad:70 | Riesgo: 5
20225)	CI: I-1-56 | Edad:56 | Riesgo: 5
20226)	CI: I-3-66 | Edad:66 | Riesgo: 1
20227)	CI: I-5-80 | Edad:80 | Riesgo: 2
20228)	CI: I-8-33 | Edad:33 | Riesgo: 4
20229)	CI: I-2-57 | Edad:57 | Riesgo: 3
20230)	CI: I-9-87 | Edad:87 | Riesgo: 5
20231)	CI: I-7-82 | Edad:82 | Riesgo: 5
20232)	CI: I-0-54 | Edad:54 | Riesgo: 5
20233)	CI: I-6-25 | Edad:25 | Riesgo: 5
20234)	CI: I-4-54 | Edad:54 | Riesgo: 3
20235)	CI: I-1-86 | Edad:86 | Riesgo: 4
20236)	CI: I-3-82 | Edad:82 | Riesgo: 1
20237)	CI: I-5-80 | Edad:80 | Riesgo: 5
20238)	CI: I-8-79 | Edad:79 | Riesgo: 5
20239)	CI: I-2-85 | Edad:85 | Riesgo: 1
20240)	CI: I-9-77 | Edad:77 | Riesgo: 1
20241)	CI: I-7-68 | Edad:68 | Riesgo: 4
20242)	CI: I-0-22 | Edad:22 | Riesgo: 3
20243)	CI: I-6-78 | Edad:78 | Riesgo: 3
20244)	CI: I-4-74 | Edad:74 | Riesgo: 1
20245)	CI: I-1-18 | Edad:18 | Riesgo: 5
20246)	CI: I-3-82 | Edad:82 | Riesgo: 5
20247)	CI: I-5-78 | Edad:78 | Riesgo: 2
20248)	CI: I-8-26 | Edad:26 | Riesgo: 2
20249)	CI: I-2-78 | Edad:78 | Riesgo: 5
20250)	CI: I-9-75 | Edad:75 | Riesgo: 5
20251)	CI: I-7-85 | Edad:85 | Riesgo: 1
20252)	CI: I-0-88 | Edad:88 | Riesgo: 4
20253)	CI: I-6-85 | Edad:85 | Riesgo: 3
20254)	CI: I-4-88 | Edad:88 | Riesgo: 4
20255)	CI: I-1-82 | Edad:82 | Riesgo: 2
20256)	CI: I-3-40 | Edad:40 | Riesgo: 3
20257)	CI: I-5-78 | Edad:78 | Riesgo: 1
20258)	CI: I-8-63 | Edad:63 | Riesgo: 4
20259)	CI: I-2-81 | Edad:81 | Riesgo: 5
20260)	CI: I-9-87 | Edad:87 | Riesgo: 1
20261)	CI: I-7-70 | Edad:70 | Riesgo: 4
20262)	CI: I-0-86 | Edad:86 | Riesgo: 1
20263)	CI: I-6-86 | Edad:86 | Riesgo: 2
20264)	CI: I-4-80 | Edad:80 | Riesgo: 1
20265)	CI: I-1-82 | Edad:82 | Riesgo: 4
20266)	CI: I-3-25 | Edad:25 | Riesgo: 1
20267)	CI: I-5-82 | Edad:82 | Riesgo: 5
20268)	CI: I-8-82 | Edad:82 | Riesgo: 2
20269)	CI: I-2-87 | Edad:87 | Riesgo: 5
20270)	CI: I-9-78 | Edad:78 | Riesgo: 4
20271)	CI: I-7-71 | Edad:71 | Riesgo: 3
20272)	CI: I-6-81 | Edad:81 | Riesgo: 5
20273)	CI: I-0-82 | Edad:82 | Riesgo: 1
20274)	CI: I-4-80 | Edad:80 | Riesgo: 1
20275)	CI: I-1-75 | Edad:75 | Riesgo: 5
20276)	CI: I-3-85 | Edad:85 | Riesgo: 2
20277)	CI: I-5-74 | Edad:74 | Riesgo: 4
20278)	CI: I-8-83 | Edad:83 | Riesgo: 5
20279)	CI: I-2-78 | Edad:78 | Riesgo: 1
20280)	CI: I-9-83 | Edad:83 | Riesgo: 1
20281)	CI: I-7-83 | Edad:83 | Riesgo: 3
20282)	CI: I-6-46 | Edad:46 | Riesgo: 2
20283)	CI: I-0-88 | Edad:88 | Riesgo: 4
20284)	CI: I-4-84 | Edad:84 | Riesgo: 4
20285)	CI: I-1-42 | Edad:42 | Riesgo: 2
20286)	CI: I-3-68 | Edad:68 | Riesgo: 4
20287)	CI: I-5-82 | Edad:82 | Riesgo: 5
20288)	CI: I-8-19 | Edad:19 | Riesgo: 2
20289)	CI: I-2-83 | Edad:83 | Riesgo: 3
20290)	CI: I-9-72 | Edad:72 | Riesgo: 1
20291)	CI: I-7-73 | Edad:73 | Riesgo: 2
20292)	CI: I-6-73 | Edad:73 | Riesgo: 4
20293)	CI: I-0-67 | Edad:67 | Riesgo: 2
20294)	CI: I-4-84 | Edad:84 | Riesgo: 4
20295)	CI: I-1-69 | Edad:69 | Riesgo: 3
20296)	CI: I-3-53 | Edad:53 | Riesgo: 3
20297)	CI: I-5-68 | Edad:68 | Riesgo: 4
20298)	CI: I-8-68 | Edad:68 | Riesgo: 5
20299)	CI: I-2-81 | Edad:81 | Riesgo: 4
20300)	CI: I-9-89 | Edad:89 | Riesgo: 2
20301)	CI: I-7-80 | Edad:80 | Riesgo: 4
20302)	CI: I-6-69 | Edad:69 | Riesgo: 1
20303)	CI: I-0-32 | Edad:32 | Riesgo: 1
20304)	CI: I-4-76 | Edad:76 | Riesgo: 3
20305)	CI: I-1-83 | Edad:83 | Riesgo: 1
20306)	CI: I-3-68 | Edad:68 | Riesgo: 4
20307)	CI: I-5-88 | Edad:88 | Riesgo: 5
20308)	CI: I-8-46 | Edad:46 | Riesgo: 5
20309)	CI: I-2-75 | Edad:75 | Riesgo: 3
20310)	CI: I-9-88 | Edad:88 | Riesgo: 3
20311)	CI: I-7-41 | Edad:41 | Riesgo: 3
20312)	CI: I-6-76 | Edad:76 | Riesgo: 2
20313)	CI: I-0-81 | Edad:81 | Riesgo: 2
20314)	CI: I-4-87 | Edad:87 | Riesgo: 1
20315)	CI: I-1-68 | Edad:68 | Riesgo: 2
20316)	CI: I-3-80 | Edad:80 | Riesgo: 5
20317)	CI: I-5-69 | Edad:69 | Riesgo: 3
20318)	CI: I-8-42 | Edad:42 | Riesgo: 5
20319)	CI: I-2-56 | Edad:56 | Riesgo: 5
20320)	CI: I-9-74 | Edad:74 | Riesgo: 3
20321)	CI: I-7-67 | Edad:67 | Riesgo: 4
20322)	CI: I-6-21 | Edad:21 | Riesgo: 5
20323)	CI: I-0-87 | Edad:87 | Riesgo: 2
20324)	CI: I-4-30 | Edad:30 | Riesgo: 5
20325)	CI: I-1-72 | Edad:72 | Riesgo: 4
20326)	CI: I-3-66 | Edad:66 | Riesgo: 3
20327)	CI: I-5-56 | Edad:56 | Riesgo: 3
20328)	CI: I-8-79 | Edad:79 | Riesgo: 2
20329)	CI: I-2-68 | Edad:68 | Riesgo: 5
20330)	CI: I-9-81 | Edad:81 | Riesgo: 2
20331)	CI: I-7-67 | Edad:67 | Riesgo: 1
20332)	CI: I-6-82 | Edad:82 | Riesgo: 4
20333)	CI: I-0-29 | Edad:29 | Riesgo: 5
20334)	CI: I-4-73 | Edad:73 | Riesgo: 1
20335)	CI: I-1-80 | Edad:80 | Riesgo: 4
20336)	CI: I-3-89 | Edad:89 | Riesgo: 4
20337)	CI: I-5-54 | Edad:54 | Riesgo: 3
20338)	CI: I-8-74 | Edad:74 | Riesgo: 2
20339)	CI: I-2-80 | Edad:80 | Riesgo: 4
20340)	CI: I-9-54 | Edad:54 | Riesgo: 1
20341)	CI: I-7-80 | Edad:80 | Riesgo: 5
20342)	CI: I-6-79 | Edad:79 | Riesgo: 2
20343)	CI: I-0-52 | Edad:52 | Riesgo: 5
20344)	CI: I-4-87 | Edad:87 | Riesgo: 1
20345)	CI: I-1-86 | Edad:86 | Riesgo: 2
20346)	CI: I-3-69 | Edad:69 | Riesgo: 4
20347)	CI: I-5-88 | Edad:88 | Riesgo: 4
20348)	CI: I-8-72 | Edad:72 | Riesgo: 5
20349)	CI: I-2-22 | Edad:22 | Riesgo: 4
20350)	CI: I-9-72 | Edad:72 | Riesgo: 3
20351)	CI: I-7-61 | Edad:61 | Riesgo: 3
20352)	CI: I-6-52 | Edad:52 | Riesgo: 4
20353)	CI: I-0-85 | Edad:85 | Riesgo: 3
20354)	CI: I-4-72 | Edad:72 | Riesgo: 1
20355)	CI: I-1-42 | Edad:42 | Riesgo: 4
20356)	CI: I-3-78 | Edad:78 | Riesgo: 2
20357)	CI: I-5-77 | Edad:77 | Riesgo: 4
20358)	CI: I-8-35 | Edad:35 | Riesgo: 1
20359)	CI: I-2-36 | Edad:36 | Riesgo: 4
20360)	CI: I-9-40 | Edad:40 | Riesgo: 4
20361)	CI: I-7-82 | Edad:82 | Riesgo: 1
20362)	CI: I-6-84 | Edad:84 | Riesgo: 1
20363)	CI: I-0-84 | Edad:84 | Riesgo: 1
20364)	CI: I-4-78 | Edad:78 | Riesgo: 3
20365)	CI: I-1-76 | Edad:76 | Riesgo: 1
20366)	CI: I-3-89 | Edad:89 | Riesgo: 3
20367)	CI: I-5-73 | Edad:73 | Riesgo: 2
20368)	CI: I-8-67 | Edad:67 | Riesgo: 3
20369)	CI: I-2-69 | Edad:69 | Riesgo: 5
20370)	CI: I-9-76 | Edad:76 | Riesgo: 4
20371)	CI: I-7-40 | Edad:40 | Riesgo: 3
20372)	CI: I-6-68 | Edad:68 | Riesgo: 3
20373)	CI: I-0-82 | Edad:82 | Riesgo: 4
20374)	CI: I-4-67 | Edad:67 | Riesgo: 3
20375)	CI: I-1-87 | Edad:87 | Riesgo: 3
20376)	CI: I-3-71 | Edad:71 | Riesgo: 2
20377)	CI: I-5-67 | Edad:67 | Riesgo: 4
20378)	CI: I-8-18 | Edad:18 | Riesgo: 5
20379)	CI: I-2-66 | Edad:66 | Riesgo: 2
20380)	CI: I-9-73 | Edad:73 | Riesgo: 5
20381)	CI: I-7-46 | Edad:46 | Riesgo: 1
20382)	CI: I-6-25 | Edad:25 | Riesgo: 5
20383)	CI: I-0-72 | Edad:72 | Riesgo: 4
20384)	CI: I-4-86 | Edad:86 | Riesgo: 4
20385)	CI: I-1-27 | Edad:27 | Riesgo: 2
20386)	CI: I-3-65 | Edad:65 | Riesgo: 3
20387)	CI: I-5-21 | Edad:21 | Riesgo: 2
20388)	CI: I-8-72 | Edad:72 | Riesgo: 4
20389)	CI: I-2-66 | Edad:66 | Riesgo: 4
20390)	CI: I-9-42 | Edad:42 | Riesgo: 4
20391)	CI: I-7-44 | Edad:44 | Riesgo: 3
20392)	CI: I-6-84 | Edad:84 | Riesgo: 3
20393)	CI: I-0-69 | Edad:69 | Riesgo: 4
20394)	CI: I-4-81 | Edad:81 | Riesgo: 2
20395)	CI: I-3-84 | Edad:84 | Riesgo: 3
20396)	CI: I-1-25 | Edad:25 | Riesgo: 4
20397)	CI: I-5-76 | Edad:76 | Riesgo: 4
20398)	CI: I-8-68 | Edad:68 | Riesgo: 5
20399)	CI: I-2-66 | Edad:66 | Riesgo: 2
20400)	CI: I-9-87 | Edad:87 | Riesgo: 2
20401)	CI: I-7-79 | Edad:79 | Riesgo: 3
20402)	CI: I-6-21 | Edad:21 | Riesgo: 1
20403)	CI: I-0-69 | Edad:69 | Riesgo: 3
20404)	CI: I-4-38 | Edad:38 | Riesgo: 2
20405)	CI: I-3-89 | Edad:89 | Riesgo: 4
20406)	CI: I-1-78 | Edad:78 | Riesgo: 2
20407)	CI: I-5-75 | Edad:75 | Riesgo: 2
20408)	CI: I-8-85 | Edad:85 | Riesgo: 1
20409)	CI: I-2-71 | Edad:71 | Riesgo: 5
20410)	CI: I-9-89 | Edad:89 | Riesgo: 4
20411)	CI: I-7-32 | Edad:32 | Riesgo: 2
20412)	CI: I-6-68 | Edad:68 | Riesgo: 1
20413)	CI: I-0-76 | Edad:76 | Riesgo: 4
20414)	CI: I-4-79 | Edad:79 | Riesgo: 4
20415)	CI: I-3-68 | Edad:68 | Riesgo: 3
20416)	CI: I-1-50 | Edad:50 | Riesgo: 1
20417)	CI: I-5-78 | Edad:78 | Riesgo: 3
20418)	CI: I-8-66 | Edad:66 | Riesgo: 3
20419)	CI: I-2-66 | Edad:66 | Riesgo: 5
20420)	CI: I-9-64 | Edad:64 | Riesgo: 2
20421)	CI: I-7-83 | Edad:83 | Riesgo: 2
20422)	CI: I-6-83 | Edad:83 | Riesgo: 5
20423)	CI: I-0-70 | Edad:70 | Riesgo: 2
20424)	CI: I-4-23 | Edad:23 | Riesgo: 5
20425)	CI: I-3-52 | Edad:52 | Riesgo: 2
20426)	CI: I-1-66 | Edad:66 | Riesgo: 3
20427)	CI: I-5-78 | Edad:78 | Riesgo: 3
20428)	CI: I-8-48 | Edad:48 | Riesgo: 3
20429)	CI: I-2-83 | Edad:83 | Riesgo: 4
20430)	CI: I-9-48 | Edad:48 | Riesgo: 5
20431)	CI: I-7-71 | Edad:71 | Riesgo: 5
20432)	CI: I-6-33 | Edad:33 | Riesgo: 2
